provinces,cityMunicipality,link
ILOCOS SUR,SAN ILDEFONSO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SAN_ILDEFONSO.pdf
ILOCOS SUR,SAN JUAN (LAPOG),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SAN_JUAN.pdf
ILOCOS SUR,SAN VICENTE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SAN_VICENTE.pdf
ILOCOS SUR,SANTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTA.pdf
ILOCOS SUR,SANTA CATALINA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTA_CATALINA.pdf
ILOCOS SUR,SANTA CRUZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTA_CRUZ.pdf
ILOCOS SUR,SANTA LUCIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTA_LUCIA.pdf
ILOCOS SUR,SANTA MARIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTA_MARIA.pdf
ILOCOS SUR,SANTIAGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTIAGO.pdf
ILOCOS SUR,SANTO DOMINGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SANTO_DOMINGO.pdf
ILOCOS SUR,SIGAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SIGAY.pdf
ILOCOS SUR,SINAIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SINAIT.pdf
ILOCOS SUR,SUGPON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SUGPON.pdf
ILOCOS SUR,SUYO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/SUYO.pdf
ILOCOS SUR,TAGUDIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/TAGUDIN.pdf
ILOCOS SUR,VIGAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/ILOCOS_SUR/VIGAN_CITY.pdf
LA UNION,AGOO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/AGOO.pdf
LA UNION,ARINGAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/ARINGAY.pdf
LA UNION,BACNOTAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BACNOTAN.pdf
LA UNION,BAGULIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BAGULIN.pdf
LA UNION,BALAOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BALAOAN.pdf
LA UNION,BANGAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BANGAR.pdf
LA UNION,BAUANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BAUANG.pdf
LA UNION,BURGOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/BURGOS.pdf
LA UNION,CABA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/CABA.pdf
LA UNION,CITY OF SAN FERNANDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SAN_FERNANDO_CITY.pdf
LA UNION,LUNA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/LUNA.pdf
LA UNION,NAGUILIAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/NAGUILIAN.pdf
LA UNION,PUGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/PUGO.pdf
LA UNION,ROSARIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/ROSARIO.pdf
LA UNION,SAN GABRIEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SAN_GABRIEL.pdf
LA UNION,SAN JUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SAN_JUAN.pdf
LA UNION,SANTO TOMAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SANTO_TOMAS.pdf
LA UNION,SANTOL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SANTOL.pdf
LA UNION,SUDIPEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/SUDIPEN.pdf
LA UNION,TUBAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/LA_UNION/TUBAO.pdf
PANGASINAN,AGNO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/AGNO.pdf
PANGASINAN,AGUILAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/AGUILAR.pdf
PANGASINAN,ALAMINOS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/ALAMINOS_CITY.pdf
PANGASINAN,ALCALA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/ALCALA.pdf
PANGASINAN,ANDA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/ANDA.pdf
PANGASINAN,ASINGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/ASINGAN.pdf
PANGASINAN,BALUNGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BALUNGAO.pdf
PANGASINAN,BANI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BANI.pdf
PANGASINAN,BASISTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BASISTA.pdf
PANGASINAN,BAUTISTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BAUTISTA.pdf
PANGASINAN,BAYAMBANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BAYAMBANG.pdf
PANGASINAN,BINALONAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BINALONAN.pdf
PANGASINAN,BINMALEY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BINMALEY.pdf
PANGASINAN,BOLINAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BOLINAO.pdf
PANGASINAN,BUGALLON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BUGALLON.pdf
PANGASINAN,BURGOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/BURGOS.pdf
PANGASINAN,CALASIAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/CALASIAO.pdf
PANGASINAN,DAGUPAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/DAGUPAN_CITY.pdf
PANGASINAN,DASOL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/DASOL.pdf
PANGASINAN,INFANTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/INFANTA.pdf
PANGASINAN,LABRADOR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/LABRADOR.pdf
PANGASINAN,LAOAC,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/LAOAC.pdf
PANGASINAN,LINGAYEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/LINGAYEN.pdf
PANGASINAN,MABINI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MABINI.pdf
PANGASINAN,MALASIQUI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MALASIQUI.pdf
PANGASINAN,MANAOAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MANAOAG.pdf
PANGASINAN,MANGALDAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MANGALDAN.pdf
PANGASINAN,MANGATAREM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MANGATAREM.pdf
PANGASINAN,MAPANDAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/MAPANDAN.pdf
PANGASINAN,NATIVIDAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/NATIVIDAD.pdf
PANGASINAN,POZZORUBIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/POZORRUBIO.pdf
PANGASINAN,ROSALES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/ROSALES.pdf
PANGASINAN,SAN CARLOS CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_CARLOS_CITY.pdf
PANGASINAN,SAN FABIAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_FABIAN.pdf
PANGASINAN,SAN JACINTO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_JACINTO.pdf
PANGASINAN,SAN MANUEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_MANUEL.pdf
PANGASINAN,SAN NICOLAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_NICOLAS.pdf
PANGASINAN,SAN QUINTIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SAN_QUINTIN.pdf
PANGASINAN,SANTA BARBARA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SANTA_BARBARA.pdf
PANGASINAN,SANTA MARIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SANTA_MARIA.pdf
PANGASINAN,SANTO TOMAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SANTO_TOMAS.pdf
PANGASINAN,SISON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SISON.pdf
PANGASINAN,SUAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/SUAL.pdf
PANGASINAN,TAYUG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/TAYUG.pdf
PANGASINAN,UMINGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/UMINGAN.pdf
PANGASINAN,URBIZTONDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/URBIZTONDO.pdf
PANGASINAN,URDANETA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/URDANETA_CITY.pdf
PANGASINAN,VILLASIS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_I/PANGASINAN/VILLASIS.pdf
BATANES,BASCO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/BASCO.pdf
BATANES,ITBAYAT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/ITBAYAT.pdf
BATANES,IVANA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/IVANA.pdf
BATANES,MAHATAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/MAHATAO.pdf
BATANES,SABTANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/SABTANG.pdf
BATANES,UYUGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/BATANES/UYUGAN.pdf
CAGAYAN,ABULUG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/ABULUG.pdf
CAGAYAN,ALCALA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/ALCALA.pdf
CAGAYAN,ALLACAPAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/ALLACAPAN.pdf
CAGAYAN,AMULUNG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/AMULUNG.pdf
CAGAYAN,APARRI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/APARRI.pdf
CAGAYAN,BAGGAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/BAGGAO.pdf
CAGAYAN,BALLESTEROS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/BALLESTEROS.pdf
CAGAYAN,BUGUEY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/BUGUEY.pdf
CAGAYAN,CALAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/CALAYAN.pdf
CAGAYAN,CAMALANIUGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/CAMALANIUGAN.pdf
CAGAYAN,CLAVERIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/CLAVERIA.pdf
CAGAYAN,ENRILE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/ENRILE.pdf
CAGAYAN,GATTARAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/GATTARAN.pdf
CAGAYAN,GONZAGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/GONZAGA.pdf
CAGAYAN,IGUIG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/IGUIG.pdf
CAGAYAN,LAL-LO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/LAL-LO.pdf
CAGAYAN,LASAM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/LASAM.pdf
CAGAYAN,PAMPLONA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/PAMPLONA.pdf
CAGAYAN,PEÑABLANCA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/PENABLANCA.pdf
CAGAYAN,PIAT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/PIAT.pdf
CAGAYAN,RIZAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/RIZAL.pdf
CAGAYAN,SANCHEZ-MIRA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SANCHEZ-MIRA.pdf
CAGAYAN,SANTA ANA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SANTA_ANA.pdf
CAGAYAN,SANTA PRAXEDES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SANTA_PRAXEDES.pdf
CAGAYAN,SANTA TERESITA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SANTA_TERESITA.pdf
CAGAYAN,SANTO NIÑO (FAIRE),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SANTO_NINO_FAIRE.pdf
CAGAYAN,SOLANA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/SOLANA.pdf
CAGAYAN,TUAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/TUAO.pdf
CAGAYAN,TUGUEGARAO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/CAGAYAN/TUGUEGARAO_CITY.pdf
ISABELA,ALICIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/ALICIA.pdf
ISABELA,ANGADANAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/ANGADANAN.pdf
ISABELA,AURORA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/AURORA.pdf
ISABELA,BENITO SOLIVEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/BENITO_SOLIVEN.pdf
ISABELA,BURGOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/BURGOS.pdf
ISABELA,CABAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/CABAGAN.pdf
ISABELA,CABATUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/CABATUAN.pdf
ISABELA,CAUAYAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/CAUAYAN_CITY.pdf
ISABELA,CITY OF SANTIAGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/CITY_OF_SANTIAGO.pdf
ISABELA,CORDON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/CORDON.pdf
ISABELA,DELFIN ALBANO (MAGSAYSAY),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/DELFIN_ALBANO_MAGSAYSAY.pdf
ISABELA,DINAPIGUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/DINAPIGUE.pdf
ISABELA,DIVILACAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/DIVILACAN.pdf
ISABELA,ECHAGUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/ECHAGUE.pdf
ISABELA,GAMU,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/GAMU.pdf
ISABELA,ILAGAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/ILAGAN_CITY.pdf
ISABELA,JONES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/JONES.pdf
ISABELA,LUNA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/LUNA.pdf
ISABELA,MACONACON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/MACONACON.pdf
ISABELA,MALLIG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/MALLIG.pdf
ISABELA,NAGUILIAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/NAGUILIAN.pdf
ISABELA,PALANAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/PALANAN.pdf
ISABELA,QUEZON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/QUEZON.pdf
ISABELA,QUIRINO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/QUIRINO.pdf
ISABELA,RAMON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/RAMON.pdf
ISABELA,REINA MERCEDES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/REINA_MERCEDES.pdf
ISABELA,ROXAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/ROXAS.pdf
ISABELA,SAN AGUSTIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_AGUSTIN.pdf
ISABELA,SAN GUILLERMO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_GUILLERMO.pdf
ISABELA,SAN ISIDRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_ISIDRO.pdf
ISABELA,SAN MANUEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_MANUEL.pdf
ISABELA,SAN MARIANO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_MARIANO.pdf
ISABELA,SAN MATEO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_MATEO.pdf
ISABELA,SAN PABLO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SAN_PABLO.pdf
ISABELA,SANTA MARIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SANTA_MARIA.pdf
ISABELA,SANTO TOMAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/SANTO_TOMAS.pdf
ISABELA,TUMAUINI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/ISABELA/TUMAUINI.pdf
NUEVA VIZCAYA,ALFONSO CASTANEDA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/ALFONSO_CASTANEDA.pdf
NUEVA VIZCAYA,AMBAGUIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/AMBAGUIO.pdf
NUEVA VIZCAYA,ARITAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/ARITAO.pdf
NUEVA VIZCAYA,BAGABAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/BAGABAG.pdf
NUEVA VIZCAYA,BAMBANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/BAMBANG.pdf
NUEVA VIZCAYA,BAYOMBONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/BAYOMBONG.pdf
NUEVA VIZCAYA,DIADI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/DIADI.pdf
NUEVA VIZCAYA,DUPAX DEL NORTE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/DUPAX_DEL_NORTE.pdf
NUEVA VIZCAYA,DUPAX DEL SUR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/DUPAX_DEL_SUR.pdf
NUEVA VIZCAYA,KASIBU,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/KASIBU.pdf
NUEVA VIZCAYA,KAYAPA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/KAYAPA.pdf
NUEVA VIZCAYA,QUEZON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/QUEZON.pdf
NUEVA VIZCAYA,SANTA FE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/SANTA_FE.pdf
NUEVA VIZCAYA,SOLANO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/SOLANO.pdf
NUEVA VIZCAYA,VILLAVERDE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/NUEVA_VIZCAYA/VILLAVERDE.pdf
QUIRINO,AGLIPAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/AGLIPAY.pdf
QUIRINO,CABARROGUIS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/CABARROGUIS.pdf
QUIRINO,DIFFUN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/DIFFUN.pdf
QUIRINO,MADDELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/MADDELA.pdf
QUIRINO,NAGTIPUNAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/NAGTIPUNAN.pdf
QUIRINO,SAGUDAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_II/QUIRINO/SAGUDAY.pdf
AURORA,BALER,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_III/AURORA/BALER.pdf
AURORA,CASIGURAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_III/AURORA/CASIGURAN.pdf
