provinces,cityMunicipality,link
COTABATO (NORTH COT.),M'LANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/MLANG.pdf
COTABATO (NORTH COT.),PIGKAWAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/PIGKAWAYAN_CITY.pdf
COTABATO (NORTH COT.),PIKIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/PIKIT.pdf
COTABATO (NORTH COT.),PRESIDENT ROXAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/PRESIDENT_ROXAS.pdf
COTABATO (NORTH COT.),TULUNAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/NORTH_COTABATO/TULUNAN.pdf
SARANGANI,ALABEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/ALABEL.pdf
SARANGANI,GLAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/GLAN.pdf
SARANGANI,KIAMBA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/KIAMBA.pdf
SARANGANI,MAASIM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/MAASIM.pdf
SARANGANI,MAITUM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/MAITUM.pdf
SARANGANI,MALAPATAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/MALAPATAN.pdf
SARANGANI,MALUNGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SARANGANI/MALUNGON.pdf
SOUTH COTABATO,BANGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/BANGA.pdf
SOUTH COTABATO,GENERAL SANTOS CITY (DADIANGAS),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/GENERAL_SANTOSA_CITY.pdf
SOUTH COTABATO,KORONADAL CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/KORONADAL_CITY.pdf
SOUTH COTABATO,LAKE SEBU,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/LAKE_SEBU.pdf
SOUTH COTABATO,NORALA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/NORALA.pdf
SOUTH COTABATO,POLOMOLOK,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/POLOMOLOK.pdf
SOUTH COTABATO,SANTO NIÑO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/SANTO_NINO.pdf
SOUTH COTABATO,SURALLAH,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/SURALLAH.pdf
SOUTH COTABATO,TAMPAKAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/TAMPAKAN.pdf
SOUTH COTABATO,TANTANGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/TANTANGAN.pdf
SOUTH COTABATO,T'BOLI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/TBOLI.pdf
SOUTH COTABATO,TUPI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SOUTH_COTABATO/TUPI.pdf
SULTAN KUDARAT,BAGUMBAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/BAGUMBAYAN.pdf
SULTAN KUDARAT,COLUMBIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/COLUMBIO.pdf
SULTAN KUDARAT,ESPERANZA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/ESPERANZA.pdf
SULTAN KUDARAT,ISULAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/ISULAN.pdf
SULTAN KUDARAT,KALAMANSIG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/KALAMANSIG.pdf
SULTAN KUDARAT,LAMBAYONG (MARIANO MARCOS),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/LAMBAYONG.pdf
SULTAN KUDARAT,LEBAK,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/LEBAK.pdf
SULTAN KUDARAT,LUTAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/LUTAYAN.pdf
SULTAN KUDARAT,PALIMBANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/PALIMBANG.pdf
SULTAN KUDARAT,PRESIDENT QUIRINO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/PRESIDENT_QUIRINO.pdf
SULTAN KUDARAT,SEN. NINOY AQUINO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/SEN_NINOY_AQUINO.pdf
SULTAN KUDARAT,TACURONG CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/REGION_XII/SULTAN_KUDARAT/TACURONG_CITY.pdf
AGUSAN DEL NORTE,BUENAVISTA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/BUENAVISTA.pdf
AGUSAN DEL NORTE,BUTUAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/BUTUAN_CITY.pdf
AGUSAN DEL NORTE,CABADBARAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/CABADBARAN_CITY.pdf
AGUSAN DEL NORTE,CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/CARMEN.pdf
AGUSAN DEL NORTE,JABONGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/JABONGA.pdf
AGUSAN DEL NORTE,KITCHARAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/KITCHARAO.pdf
AGUSAN DEL NORTE,LAS NIEVES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/LAS_NIEVES.pdf
AGUSAN DEL NORTE,MAGALLANES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/MAGALLANES.pdf
AGUSAN DEL NORTE,NASIPIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/NASIPIT.pdf
AGUSAN DEL NORTE,REMEDIOS T. ROMUALDEZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/RT_ROMUALDEZ.pdf
AGUSAN DEL NORTE,SANTIAGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/SANTIAGO.pdf
AGUSAN DEL NORTE,TUBAY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_NORTE/TUBAY.pdf
AGUSAN DEL SUR,BAYUGAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/BAYUGAN_CITY.pdf
AGUSAN DEL SUR,BUNAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/BUNAWAN.pdf
AGUSAN DEL SUR,ESPERANZA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/ESPERANZA.pdf
AGUSAN DEL SUR,LA PAZ,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/LA_PAZ.pdf
AGUSAN DEL SUR,LORETO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/LORETO.pdf
AGUSAN DEL SUR,PROSPERIDAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/PROSPERIDAD.pdf
AGUSAN DEL SUR,ROSARIO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/ROSARIO.pdf
AGUSAN DEL SUR,SAN FRANCISCO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/SAN_FRANCISCO.pdf
AGUSAN DEL SUR,SAN LUIS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/SAN_LUIS.pdf
AGUSAN DEL SUR,SANTA JOSEFA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/SANTA_JOSEFA.pdf
AGUSAN DEL SUR,SIBAGAT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/SIBAGAT.pdf
AGUSAN DEL SUR,TALACOGON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/TALACOGON.pdf
AGUSAN DEL SUR,TRENTO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/TRENTO.pdf
AGUSAN DEL SUR,VERUELA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/AGUSAN_DEL_SUR/VERUELA.pdf
DINAGAT ISLANDS,BASILISA (RIZAL),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/BASILISA.pdf
DINAGAT ISLANDS,CAGDIANAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/CAGDIANAO.pdf
DINAGAT ISLANDS,DINAGAT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/DINAGAT.pdf
DINAGAT ISLANDS,LIBJO (ALBOR),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/LIBJO.pdf
DINAGAT ISLANDS,LORETO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/LORETO.pdf
DINAGAT ISLANDS,SAN JOSE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/SAN_JOSE.pdf
DINAGAT ISLANDS,TUBAJON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/DINAGAT_ISLANDS/TUBAJON.pdf
SURIGAO DEL NORTE,ALEGRIA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/ALEGRIA.pdf
SURIGAO DEL NORTE,BACUAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/BACUAG.pdf
SURIGAO DEL NORTE,BURGOS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/BURGOS.pdf
SURIGAO DEL NORTE,CLAVER,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/CLAVER.pdf
SURIGAO DEL NORTE,DAPA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/DAPA.pdf
SURIGAO DEL NORTE,DEL CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/DEL_CARMEN.pdf
SURIGAO DEL NORTE,GENERAL LUNA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/GEN_LUNA.pdf
SURIGAO DEL NORTE,GIGAQUIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/GIGAQUIT.pdf
SURIGAO DEL NORTE,MAINIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/MAINIT.pdf
SURIGAO DEL NORTE,MALIMONO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/MALIMONO.pdf
SURIGAO DEL NORTE,PILAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/PILAR.pdf
SURIGAO DEL NORTE,PLACER,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/PLACER.pdf
SURIGAO DEL NORTE,SAN BENITO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SAN_BENITO.pdf
SURIGAO DEL NORTE,SAN FRANCISCO (ANAO-AON),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SAN_FRANCISCO.pdf
SURIGAO DEL NORTE,SAN ISIDRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SAN_ISIDRO.pdf
SURIGAO DEL NORTE,SANTA MONICA (SAPAO),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SANTA_MONICA.pdf
SURIGAO DEL NORTE,SISON,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SISON.pdf
SURIGAO DEL NORTE,SOCORRO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SOCORRO.pdf
SURIGAO DEL NORTE,SURIGAO CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/SURIGAO_CITY.pdf
SURIGAO DEL NORTE,TAGANA-AN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/TAGANA-AN.pdf
SURIGAO DEL NORTE,TUBOD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_NORTE/TUBOD.pdf
SURIGAO DEL SUR,BAROBO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/BAROBO.pdf
SURIGAO DEL SUR,BAYABAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/BAYABAS.pdf
SURIGAO DEL SUR,BISLIG CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/BISLIG.pdf
SURIGAO DEL SUR,CAGWAIT,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/CAGWAIT.pdf
SURIGAO DEL SUR,CANTILAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/CANTILAN.pdf
SURIGAO DEL SUR,CARMEN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/CARMEN.pdf
SURIGAO DEL SUR,CARRASCAL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/CARRASCAL.pdf
SURIGAO DEL SUR,CORTES,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/CORTES.pdf
SURIGAO DEL SUR,HINATUAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/HINATUAN.pdf
SURIGAO DEL SUR,LANUZA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/LANUZA.pdf
SURIGAO DEL SUR,LIANGA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/LIANGA.pdf
SURIGAO DEL SUR,LINGIG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/LINGIG.pdf
SURIGAO DEL SUR,MADRID,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/MADRID.pdf
SURIGAO DEL SUR,MARIHATAG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/MARIHATAG.pdf
SURIGAO DEL SUR,SAN AGUSTIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/SAN_AGUSTIN.pdf
SURIGAO DEL SUR,SAN MIGUEL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/SAN_MIGUEL.pdf
SURIGAO DEL SUR,TAGBINA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/TAGBINA.pdf
SURIGAO DEL SUR,TAGO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/TAGO.pdf
SURIGAO DEL SUR,TANDAG CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/CARAGA/SURIGAO_DEL_SUR/TANDAG_CITY.pdf
BASILAN,AKBAR,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/AKBAR.pdf
BASILAN,AL-BARKA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/AL-BARKA.pdf
BASILAN,HADJI MOHAMMAD AJUL,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/HADJI_MOHAMMAD_AJUL.pdf
BASILAN,HADJI MUHTAMAD,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/HADJI_MUHTAMAD.pdf
BASILAN,ISABELA CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/ISABELA_CITY.pdf
BASILAN,LAMITAN CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/LAMITAN_CITY.pdf
BASILAN,LANTAWAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/LANTAWAN.pdf
BASILAN,MALUSO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/MALUSO.pdf
BASILAN,SUMISIP,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/SUMISIP.pdf
BASILAN,TABUAN-LASA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/TABUAN-LASA.pdf
BASILAN,TIPO-TIPO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/TIPO-TIPO.pdf
BASILAN,TUBURAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/TUBURAN.pdf
BASILAN,UNGKAYA PUKAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/BASILAN/UNGKAYA_PUKAN.pdf
LANAO DEL SUR,BACOLOD-KALAWI (BACOLOD GRANDE),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BACOLOD-KALAWI.pdf
LANAO DEL SUR,BALABAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BALABAGAN.pdf
LANAO DEL SUR,BALINDONG (WATU),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BALINDONG.pdf
LANAO DEL SUR,BAYANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BAYANG.pdf
LANAO DEL SUR,BINIDAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BINIDAYAN.pdf
LANAO DEL SUR,BUADIPOSO-BUNTONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BUADIPOSO-BUNTONG.pdf
LANAO DEL SUR,BUBONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BUBONG.pdf
LANAO DEL SUR,AMAI MANABILANG (BUMBARAN),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BUMBARAN.pdf
LANAO DEL SUR,BUTIG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/BUTIG.pdf
LANAO DEL SUR,CALANOGAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/CALANOGAS.pdf
LANAO DEL SUR,DITSAAN-RAMAIN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/DITSAAN-RAMAIN.pdf
LANAO DEL SUR,GANASSI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/GANASSI.pdf
LANAO DEL SUR,KAPAI,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/KAPAI.pdf
LANAO DEL SUR,KAPATAGAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/KAPATAGAN.pdf
LANAO DEL SUR,LUMBA-BAYABAO (MAGUING),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/LUMBA-BAYABAO.pdf
LANAO DEL SUR,LUMBACA-UNAYAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/LUMBACA-UNAYAN.pdf
LANAO DEL SUR,LUMBATAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/LUMBATAN.pdf
LANAO DEL SUR,LUMBAYANAGUE,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/LUMBAYANAGUE.pdf
LANAO DEL SUR,MADALUM,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MADALUM.pdf
LANAO DEL SUR,MADAMBA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MADAMBA.pdf
LANAO DEL SUR,MAGUING,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MAGUING.pdf
LANAO DEL SUR,MALABANG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MALABANG.pdf
LANAO DEL SUR,MARANTAO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MARANTAO.pdf
LANAO DEL SUR,MARAWI CITY,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MARAWI_CITY.pdf
LANAO DEL SUR,MAROGONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MAROGONG.pdf
LANAO DEL SUR,MASIU,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MASIU.pdf
LANAO DEL SUR,MULONDO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/MULONDO.pdf
LANAO DEL SUR,PAGAYAWAN (TATARIKAN),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/PAGAYAWAN_TATARIKAN.pdf
LANAO DEL SUR,PIAGAPO,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/PIAGAPO.pdf
LANAO DEL SUR,PICONG (SULTAN GUMANDER),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/PICONG_SULTAN_GUMANDER.pdf
LANAO DEL SUR,POONA BAYABAO (GATA),https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/POONA_BAYABAO_GATA.pdf
LANAO DEL SUR,PUALAS,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/PUALAS.pdf
LANAO DEL SUR,SAGUIARAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/SAGUIARAN.pdf
LANAO DEL SUR,SULTAN DUMALONDONG,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/SULTAN_DUMALONDONG.pdf
LANAO DEL SUR,TAGOLOAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/TAGOLOAN.pdf
LANAO DEL SUR,TAMPARAN,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/TAMPARAN.pdf
LANAO DEL SUR,TARAKA,https://comelec.gov.ph/php-tpls-attachments/2022NLE/BallotTemplates/BARMM/LANAO_DEL_SUR/TARAKA.pdf
